,Date,Temp
19994,2011-04-14,4.03
19995,2011-04-14,3.68
19996,2011-04-14,3.49
19997,2011-04-14,2.93
19998,2011-04-14,2.4
19999,2011-04-14,1.9
20000,2011-04-14,3.11
20001,2011-04-14,4.67
20002,2011-04-14,6.12
20003,2011-04-14,7.36
20004,2011-04-14,7.46
20005,2011-04-14,8.08
20006,2011-04-14,8.6
20007,2011-04-14,8.76
20008,2011-04-14,8.86
20009,2011-04-14,8.88
20010,2011-04-14,8.81
20011,2011-04-14,8.51
20012,2011-04-14,8.18
20013,2011-04-14,6.9
20014,2011-04-14,6.47
20015,2011-04-14,6.37
20016,2011-04-14,5.62
20017,2011-04-15,4.73
20018,2011-04-15,4.01
20019,2011-04-15,2.67
20020,2011-04-15,2.9
20021,2011-04-15,2.65
20022,2011-04-15,2.57
20023,2011-04-15,2.92
20024,2011-04-15,3.77
20025,2011-04-15,4.62
20026,2011-04-15,5.2
20027,2011-04-15,5.5
20028,2011-04-15,6.54
20029,2011-04-15,7.28
20030,2011-04-15,8.27
20031,2011-04-15,9.16
20032,2011-04-15,10.0
20033,2011-04-15,10.12
20034,2011-04-15,9.65
20035,2011-04-15,10.94
20036,2011-04-15,9.29
20037,2011-04-15,8.82
20038,2011-04-15,8.45
20039,2011-04-15,7.95
20040,2011-04-15,7.06
20041,2011-04-16,6.83
20042,2011-04-16,6.45
20043,2011-04-16,6.1
20044,2011-04-16,5.75
20045,2011-04-16,5.4
20046,2011-04-16,5.3
20047,2011-04-16,5.35
20048,2011-04-16,5.77
20049,2011-04-16,9.61
20050,2011-04-16,10.45
20051,2011-04-16,10.73
20052,2011-04-16,10.77
20053,2011-04-16,11.58
20054,2011-04-16,11.46
20055,2011-04-16,10.99
20056,2011-04-16,11.31
20057,2011-04-16,11.21
20058,2011-04-16,11.41
20059,2011-04-16,10.98
20060,2011-04-16,10.5
20061,2011-04-16,10.23
20062,2011-04-16,9.27
20063,2011-04-16,8.67
20064,2011-04-16,8.03
20065,2011-04-17,7.59
20066,2011-04-17,7.03
20067,2011-04-17,6.91
20068,2011-04-17,6.48
20069,2011-04-17,5.81
20070,2011-04-17,6.01
20071,2011-04-17,5.93
20072,2011-04-17,5.6
20073,2011-04-17,6.4
20074,2011-04-17,7.93
20075,2011-04-17,10.17
20076,2011-04-17,12.09
20077,2011-04-17,13.5
20078,2011-04-17,12.68
20079,2011-04-17,13.18
20080,2011-04-17,14.92
20081,2011-04-17,13.98
20082,2011-04-17,13.12
20083,2011-04-17,13.21
20084,2011-04-17,12.7
20085,2011-04-17,12.08
20086,2011-04-17,10.52
20087,2011-04-17,8.3
20088,2011-04-17,7.04
20089,2011-04-18,6.03
20090,2011-04-18,4.16
20091,2011-04-18,3.3
20092,2011-04-18,2.34
20093,2011-04-18,1.58
20094,2011-04-18,1.0
20095,2011-04-18,1.31
20096,2011-04-18,2.48
20097,2011-04-18,5.22
20098,2011-04-18,8.99
20099,2011-04-18,12.95
20100,2011-04-18,14.79
20101,2011-04-18,14.97
20102,2011-04-18,15.42
20103,2011-04-18,16.21
20104,2011-04-18,16.38
20105,2011-04-18,16.79
20106,2011-04-18,16.46
20107,2011-04-18,16.13
20108,2011-04-18,14.77
20109,2011-04-18,13.24
20110,2011-04-18,12.57
20111,2011-04-18,12.18
20112,2011-04-18,10.67
20113,2011-04-19,9.09
20114,2011-04-19,6.65
20115,2011-04-19,5.7
20116,2011-04-19,4.39
20117,2011-04-19,3.37
20118,2011-04-19,2.46
20119,2011-04-19,2.9
20120,2011-04-19,3.75
20121,2011-04-19,7.25
20122,2011-04-19,12.0
20123,2011-04-19,14.51
20124,2011-04-19,16.75
20125,2011-04-19,17.68
20126,2011-04-19,18.48
20127,2011-04-19,18.91
20128,2011-04-19,19.25
20129,2011-04-19,19.32
20130,2011-04-19,18.98
20131,2011-04-19,18.41
20132,2011-04-19,17.05
20133,2011-04-19,15.72
20134,2011-04-19,15.27
20135,2011-04-19,12.99
20136,2011-04-19,10.6
20137,2011-04-20,9.39
20138,2011-04-20,7.48
20139,2011-04-20,6.57
20140,2011-04-20,5.2
20141,2011-04-20,4.56
20142,2011-04-20,3.72
20143,2011-04-20,4.05
20144,2011-04-20,5.48
20145,2011-04-20,8.22
20146,2011-04-20,12.17
20147,2011-04-20,16.0
20148,2011-04-20,18.5
20149,2011-04-20,19.3
20150,2011-04-20,20.3
20151,2011-04-20,20.51
20152,2011-04-20,20.6
20153,2011-04-20,20.89
20154,2011-04-20,19.84
20155,2011-04-20,19.47
20156,2011-04-20,18.16
20157,2011-04-20,16.88
20158,2011-04-20,16.15
20159,2011-04-20,14.43
20160,2011-04-20,11.79
20161,2011-04-21,10.83
20162,2011-04-21,9.35
20163,2011-04-21,8.49
20164,2011-04-21,7.51
20165,2011-04-21,6.55
20166,2011-04-21,5.92
20167,2011-04-21,5.71
20168,2011-04-21,7.75
20169,2011-04-21,10.85
20170,2011-04-21,13.87
20171,2011-04-21,17.45
20172,2011-04-21,19.16
20173,2011-04-21,20.96
20174,2011-04-21,20.82
20175,2011-04-21,20.89
20176,2011-04-21,21.64
20177,2011-04-21,21.47
20178,2011-04-21,21.14
20179,2011-04-21,20.63
20180,2011-04-21,19.19
20181,2011-04-21,17.93
20182,2011-04-21,17.05
20183,2011-04-21,14.7
20184,2011-04-21,13.23
20185,2011-04-22,11.01
20186,2011-04-22,9.93
20187,2011-04-22,8.63
20188,2011-04-22,8.01
20189,2011-04-22,6.94
20190,2011-04-22,6.01
20191,2011-04-22,6.15
20192,2011-04-22,8.18
20193,2011-04-22,10.5
20194,2011-04-22,14.28
20195,2011-04-22,16.35
20196,2011-04-22,19.04
20197,2011-04-22,20.29
20198,2011-04-22,21.23
20199,2011-04-22,21.67
20200,2011-04-22,22.06
20201,2011-04-22,22.15
20202,2011-04-22,21.83
20203,2011-04-22,21.8
20204,2011-04-22,20.53
20205,2011-04-22,18.79
20206,2011-04-22,17.59
20207,2011-04-22,17.49
20208,2011-04-22,15.16
20209,2011-04-23,12.68
20210,2011-04-23,11.11
20211,2011-04-23,9.94
20212,2011-04-23,8.62
20213,2011-04-23,7.44
20214,2011-04-23,6.91
20215,2011-04-23,7.32
20216,2011-04-23,9.48
20217,2011-04-23,12.71
20218,2011-04-23,14.37
20219,2011-04-23,17.2
20220,2011-04-23,17.96
20221,2011-04-23,19.94
20222,2011-04-23,21.38
20223,2011-04-23,22.08
20224,2011-04-23,21.83
20225,2011-04-23,22.24
20226,2011-04-23,21.77
20227,2011-04-23,21.36
20228,2011-04-23,20.09
20229,2011-04-23,18.74
20230,2011-04-23,17.5
20231,2011-04-23,16.75
20232,2011-04-23,15.93
20233,2011-04-24,15.31
20234,2011-04-24,14.1
20235,2011-04-24,13.32
20236,2011-04-24,12.48
20237,2011-04-24,11.01
20238,2011-04-24,10.12
20239,2011-04-24,9.34
20240,2011-04-24,10.13
20241,2011-04-24,11.21
20242,2011-04-24,13.22
20243,2011-04-24,15.68
20244,2011-04-24,16.62
20245,2011-04-24,17.66
20246,2011-04-24,18.0
20247,2011-04-24,18.68
20248,2011-04-24,19.01
20249,2011-04-24,18.86
20250,2011-04-24,18.48
20251,2011-04-24,18.5
20252,2011-04-24,17.26
20253,2011-04-24,16.01
20254,2011-04-24,15.26
20255,2011-04-24,12.45
20256,2011-04-24,11.1
20257,2011-04-25,9.4
20258,2011-04-25,7.63
20259,2011-04-25,7.24
20260,2011-04-25,5.67
20261,2011-04-25,4.6
20262,2011-04-25,4.29
20263,2011-04-25,5.0
20264,2011-04-25,5.96
20265,2011-04-25,9.57
20266,2011-04-25,12.29
20267,2011-04-25,13.48
20268,2011-04-25,14.61
20269,2011-04-25,15.72
20270,2011-04-25,15.79
20271,2011-04-25,15.25
20272,2011-04-25,15.11
20273,2011-04-25,15.32
20274,2011-04-25,14.83
20275,2011-04-25,14.53
20276,2011-04-25,13.48
20277,2011-04-25,13.08
20278,2011-04-25,12.3
20279,2011-04-25,10.42
20280,2011-04-25,8.67
20281,2011-04-26,7.98
20282,2011-04-26,6.61
20283,2011-04-26,5.88
20284,2011-04-26,5.15
20285,2011-04-26,5.17
20286,2011-04-26,4.03
20287,2011-04-26,4.57
20288,2011-04-26,5.99
20289,2011-04-26,7.44
20290,2011-04-26,9.61
20291,2011-04-26,10.44
20292,2011-04-26,10.24
20293,2011-04-26,12.35
20294,2011-04-26,13.36
20295,2011-04-26,14.14
20296,2011-04-26,13.21
20297,2011-04-26,9.09
20298,2011-04-26,9.52
20299,2011-04-26,9.78
20300,2011-04-26,9.88
20301,2011-04-26,9.43
20302,2011-04-26,9.21
20303,2011-04-26,8.97
20304,2011-04-26,8.49
20305,2011-04-27,8.34
20306,2011-04-27,8.41
20307,2011-04-27,8.11
20308,2011-04-27,8.01
20309,2011-04-27,8.04
20310,2011-04-27,8.21
20311,2011-04-27,8.29
20312,2011-04-27,8.26
20313,2011-04-27,8.54
20314,2011-04-27,8.89
20315,2011-04-27,10.32
20316,2011-04-27,11.51
20317,2011-04-27,11.83
20318,2011-04-27,12.6
20319,2011-04-27,13.05
20320,2011-04-27,13.13
20321,2011-04-27,13.01
20322,2011-04-27,13.05
20323,2011-04-27,13.1
20324,2011-04-27,12.71
20325,2011-04-27,12.27
20326,2011-04-27,11.93
20327,2011-04-27,10.79
20328,2011-04-27,9.75
20329,2011-04-28,9.44
20330,2011-04-28,8.97
20331,2011-04-28,8.67
20332,2011-04-28,8.74
20333,2011-04-28,8.6
20334,2011-04-28,8.38
20335,2011-04-28,8.83
20336,2011-04-28,9.57
20337,2011-04-28,10.21
20338,2011-04-28,12.26
20339,2011-04-28,13.99
20340,2011-04-28,15.72
20341,2011-04-28,16.7
20342,2011-04-28,17.02
20343,2011-04-28,17.51
20344,2011-04-28,14.52
20345,2011-04-28,17.51
20346,2011-04-28,18.79
20347,2011-04-28,19.02
20348,2011-04-28,17.74
20349,2011-04-28,13.27
20350,2011-04-28,12.04
20351,2011-04-28,10.78
20352,2011-04-28,10.37
20353,2011-04-29,9.8
20354,2011-04-29,9.21
20355,2011-04-29,8.9
20356,2011-04-29,8.32
20357,2011-04-29,7.41
20358,2011-04-29,6.68
20359,2011-04-29,7.22
20360,2011-04-29,7.99
20361,2011-04-29,10.91
20362,2011-04-29,12.7
20363,2011-04-29,15.3
20364,2011-04-29,16.93
20365,2011-04-29,19.27
20366,2011-04-29,20.13
20367,2011-04-29,20.34
20368,2011-04-29,20.21
20369,2011-04-29,18.37
20370,2011-04-29,18.55
20371,2011-04-29,18.34
20372,2011-04-29,16.61
20373,2011-04-29,15.56
20374,2011-04-29,15.9
20375,2011-04-29,15.45
20376,2011-04-29,14.01
20377,2011-04-30,12.8
20378,2011-04-30,11.98
20379,2011-04-30,11.02
20380,2011-04-30,9.95
20381,2011-04-30,9.28
20382,2011-04-30,8.54
20383,2011-04-30,8.15
20384,2011-04-30,8.65
20385,2011-04-30,9.86
20386,2011-04-30,11.16
20387,2011-04-30,12.69
20388,2011-04-30,14.11
20389,2011-04-30,15.24
20390,2011-04-30,16.73
20391,2011-04-30,17.57
20392,2011-04-30,17.64
20393,2011-04-30,17.75
20394,2011-04-30,17.35
20395,2011-04-30,17.19
20396,2011-04-30,15.95
20397,2011-04-30,14.7
20398,2011-04-30,13.23
20399,2011-04-30,12.11
20400,2011-04-30,10.65
20401,2011-05-01,9.07
20402,2011-05-01,7.74
20403,2011-05-01,6.63
20404,2011-05-01,5.71
20405,2011-05-01,4.79
20406,2011-05-01,3.91
20407,2011-05-01,4.37
20408,2011-05-01,5.45
20409,2011-05-01,6.59
20410,2011-05-01,7.99
20411,2011-05-01,9.66
20412,2011-05-01,11.15
20413,2011-05-01,12.09
20414,2011-05-01,12.84
20415,2011-05-01,13.24
20416,2011-05-01,13.65
20417,2011-05-01,13.86
20418,2011-05-01,13.78
20419,2011-05-01,13.73
20420,2011-05-01,12.41
20421,2011-05-01,11.14
20422,2011-05-01,9.49
20423,2011-05-01,8.42
20424,2011-05-01,7.37
20425,2011-05-02,6.51
20426,2011-05-02,5.8
20427,2011-05-02,4.8
20428,2011-05-02,4.09
20429,2011-05-02,3.49
20430,2011-05-02,2.84
20431,2011-05-02,3.1
20432,2011-05-02,3.21
20433,2011-05-02,3.85
20434,2011-05-02,4.26
20435,2011-05-02,5.17
20436,2011-05-02,6.59
20437,2011-05-02,6.85
20438,2011-05-02,7.24
20439,2011-05-02,7.44
20440,2011-05-02,7.53
20441,2011-05-02,7.7
20442,2011-05-02,7.53
20443,2011-05-02,7.29
20444,2011-05-02,7.1
20445,2011-05-02,6.54
20446,2011-05-02,5.85
20447,2011-05-02,5.44
20448,2011-05-02,5.2
20449,2011-05-03,4.82
20450,2011-05-03,4.43
20451,2011-05-03,4.43
20452,2011-05-03,3.56
20453,2011-05-03,2.94
20454,2011-05-03,2.02
20455,2011-05-03,2.29
20456,2011-05-03,2.24
20457,2011-05-03,1.68
20458,2011-05-03,2.81
20459,2011-05-03,2.76
20460,2011-05-03,4.34
20461,2011-05-03,6.54
20462,2011-05-03,6.95
20463,2011-05-03,7.77
20464,2011-05-03,8.31
20465,2011-05-03,8.58
20466,2011-05-03,8.43
20467,2011-05-03,9.13
20468,2011-05-03,7.59
20469,2011-05-03,6.35
20470,2011-05-03,4.5
20471,2011-05-03,3.25
20472,2011-05-03,2.11
20473,2011-05-04,0.44
20474,2011-05-04,-0.31
20475,2011-05-04,-1.01
20476,2011-05-04,-1.86
20477,2011-05-04,-1.97
20478,2011-05-04,-1.47
20479,2011-05-04,-0.58
20480,2011-05-04,1.12
20481,2011-05-04,3.98
20482,2011-05-04,6.39
20483,2011-05-04,9.84
20484,2011-05-04,10.04
20485,2011-05-04,10.4
20486,2011-05-04,10.11
20487,2011-05-04,8.76
20488,2011-05-04,8.64
20489,2011-05-04,6.61
20490,2011-05-04,6.23
20491,2011-05-04,6.37
20492,2011-05-04,6.27
20493,2011-05-04,5.88
20494,2011-05-04,5.23
20495,2011-05-04,4.84
20496,2011-05-04,4.74
20497,2011-05-05,4.37
20498,2011-05-05,3.11
20499,2011-05-05,2.37
20500,2011-05-05,1.42
20501,2011-05-05,0.81
20502,2011-05-05,0.33
20503,2011-05-05,0.16
20504,2011-05-05,2.04
20505,2011-05-05,4.9
20506,2011-05-05,7.87
20507,2011-05-05,9.33
20508,2011-05-05,10.54
20509,2011-05-05,11.97
20510,2011-05-05,12.53
20511,2011-05-05,12.75
20512,2011-05-05,13.65
20513,2011-05-05,13.93
20514,2011-05-05,14.03
20515,2011-05-05,13.75
20516,2011-05-05,12.26
20517,2011-05-05,11.08
20518,2011-05-05,10.29
20519,2011-05-05,9.1
20520,2011-05-05,8.04
20521,2011-05-06,5.97
20522,2011-05-06,4.13
20523,2011-05-06,2.8
20524,2011-05-06,2.72
20525,2011-05-06,2.15
20526,2011-05-06,1.13
20527,2011-05-06,2.86
20528,2011-05-06,5.56
20529,2011-05-06,8.83
20530,2011-05-06,12.54
20531,2011-05-06,14.58
20532,2011-05-06,16.2
20533,2011-05-06,17.13
20534,2011-05-06,18.07
20535,2011-05-06,19.16
20536,2011-05-06,19.97
20537,2011-05-06,20.62
20538,2011-05-06,20.59
20539,2011-05-06,20.61
20540,2011-05-06,18.84
20541,2011-05-06,17.21
20542,2011-05-06,14.81
20543,2011-05-06,12.8
20544,2011-05-06,11.29
20545,2011-05-07,10.38
20546,2011-05-07,9.24
20547,2011-05-07,8.58
20548,2011-05-07,6.35
20549,2011-05-07,5.18
20550,2011-05-07,5.25
20551,2011-05-07,6.26
20552,2011-05-07,9.22
20553,2011-05-07,11.64
20554,2011-05-07,15.95
20555,2011-05-07,18.93
20556,2011-05-07,20.15
20557,2011-05-07,21.2
20558,2011-05-07,21.71
20559,2011-05-07,22.49
20560,2011-05-07,22.95
20561,2011-05-07,22.93
20562,2011-05-07,22.34
20563,2011-05-07,22.1
20564,2011-05-07,20.24
20565,2011-05-07,18.51
20566,2011-05-07,16.84
20567,2011-05-07,15.33
20568,2011-05-07,14.18
20569,2011-05-08,13.33
20570,2011-05-08,11.73
20571,2011-05-08,10.57
20572,2011-05-08,8.45
20573,2011-05-08,7.49
20574,2011-05-08,6.29
20575,2011-05-08,7.3
20576,2011-05-08,8.6
20577,2011-05-08,11.15
20578,2011-05-08,14.89
20579,2011-05-08,16.94
20580,2011-05-08,17.98
20581,2011-05-08,18.67
20582,2011-05-08,19.64
20583,2011-05-08,20.36
20584,2011-05-08,19.81
20585,2011-05-08,19.86
20586,2011-05-08,20.12
20587,2011-05-08,20.01
20588,2011-05-08,18.87
20589,2011-05-08,17.81
20590,2011-05-08,17.19
20591,2011-05-08,15.39
20592,2011-05-08,13.75
20593,2011-05-09,12.86
20594,2011-05-09,12.3
20595,2011-05-09,11.47
20596,2011-05-09,9.6
20597,2011-05-09,8.32
20598,2011-05-09,7.01
20599,2011-05-09,9.22
20600,2011-05-09,10.93
20601,2011-05-09,13.7
20602,2011-05-09,16.17
20603,2011-05-09,18.17
20604,2011-05-09,19.48
20605,2011-05-09,20.5
20606,2011-05-09,21.36
20607,2011-05-09,22.38
20608,2011-05-09,22.92
20609,2011-05-09,23.44
20610,2011-05-09,23.04
20611,2011-05-09,22.64
20612,2011-05-09,20.93
20613,2011-05-09,18.87
20614,2011-05-09,17.27
20615,2011-05-09,16.28
20616,2011-05-09,15.18
20617,2011-05-10,14.54
20618,2011-05-10,12.26
20619,2011-05-10,9.58
20620,2011-05-10,8.67
20621,2011-05-10,7.73
20622,2011-05-10,6.87
20623,2011-05-10,8.39
20624,2011-05-10,11.59
20625,2011-05-10,15.0
20626,2011-05-10,17.25
20627,2011-05-10,19.86
20628,2011-05-10,21.93
20629,2011-05-10,22.81
20630,2011-05-10,23.45
20631,2011-05-10,24.41
20632,2011-05-10,24.05
20633,2011-05-10,24.49
20634,2011-05-10,23.74
20635,2011-05-10,23.76
20636,2011-05-10,21.71
20637,2011-05-10,20.65
20638,2011-05-10,18.69
20639,2011-05-10,16.58
20640,2011-05-10,15.12
20641,2011-05-11,13.03
20642,2011-05-11,11.87
20643,2011-05-11,11.01
20644,2011-05-11,10.56
20645,2011-05-11,9.61
20646,2011-05-11,9.38
20647,2011-05-11,10.68
20648,2011-05-11,12.5
20649,2011-05-11,15.59
20650,2011-05-11,18.19
20651,2011-05-11,20.92
20652,2011-05-11,21.67
20653,2011-05-11,22.78
20654,2011-05-11,22.78
20655,2011-05-11,22.9
20656,2011-05-11,23.22
20657,2011-05-11,22.98
20658,2011-05-11,20.71
20659,2011-05-11,17.41
20660,2011-05-11,17.16
20661,2011-05-11,15.46
20662,2011-05-11,14.75
20663,2011-05-11,13.58
20664,2011-05-11,13.29
20665,2011-05-12,12.2
20666,2011-05-12,11.7
20667,2011-05-12,11.63
20668,2011-05-12,11.36
20669,2011-05-12,10.91
20670,2011-05-12,10.44
20671,2011-05-12,10.4
20672,2011-05-12,10.75
20673,2011-05-12,11.6
20674,2011-05-12,14.89
20675,2011-05-12,17.24
20676,2011-05-12,19.26
20677,2011-05-12,19.87
20678,2011-05-12,19.64
20679,2011-05-12,20.55
20680,2011-05-12,20.0
20681,2011-05-12,15.78
20682,2011-05-12,16.32
20683,2011-05-12,14.9
20684,2011-05-12,13.97
20685,2011-05-12,13.71
20686,2011-05-12,13.71
20687,2011-05-12,13.28
20688,2011-05-12,11.53
20689,2011-05-13,10.2
20690,2011-05-13,9.59
20691,2011-05-13,9.18
20692,2011-05-13,8.84
20693,2011-05-13,8.62
20694,2011-05-13,8.05
20695,2011-05-13,8.91
20696,2011-05-13,10.77
20697,2011-05-13,12.25
20698,2011-05-13,12.99
20699,2011-05-13,13.73
20700,2011-05-13,14.53
20701,2011-05-13,15.06
20702,2011-05-13,16.49
20703,2011-05-13,16.98
20704,2011-05-13,17.48
20705,2011-05-13,17.28
20706,2011-05-13,17.5
20707,2011-05-13,16.19
20708,2011-05-13,15.57
20709,2011-05-13,14.29
20710,2011-05-13,12.89
20711,2011-05-13,11.49
20712,2011-05-13,10.59
20713,2011-05-14,9.29
20714,2011-05-14,7.9
20715,2011-05-14,7.11
20716,2011-05-14,6.56
20717,2011-05-14,6.18
20718,2011-05-14,6.4
20719,2011-05-14,6.6
20720,2011-05-14,9.59
20721,2011-05-14,11.95
20722,2011-05-14,14.45
20723,2011-05-14,16.5
20724,2011-05-14,18.31
20725,2011-05-14,19.37
20726,2011-05-14,19.12
20727,2011-05-14,19.23
20728,2011-05-14,18.84
20729,2011-05-14,18.27
20730,2011-05-14,16.7
20731,2011-05-14,16.79
20732,2011-05-14,14.77
20733,2011-05-14,11.72
20734,2011-05-14,11.62
20735,2011-05-14,10.58
20736,2011-05-14,9.94
20737,2011-05-15,8.64
20738,2011-05-15,8.69
20739,2011-05-15,8.32
20740,2011-05-15,7.73
20741,2011-05-15,7.55
20742,2011-05-15,6.85
20743,2011-05-15,7.41
20744,2011-05-15,9.27
20745,2011-05-15,10.19
20746,2011-05-15,10.21
20747,2011-05-15,11.47
20748,2011-05-15,12.52
20749,2011-05-15,12.69
20750,2011-05-15,13.27
20751,2011-05-15,14.2
20752,2011-05-15,13.29
20753,2011-05-15,14.24
20754,2011-05-15,14.68
20755,2011-05-15,12.8
20756,2011-05-15,11.25
20757,2011-05-15,9.28
20758,2011-05-15,8.83
20759,2011-05-15,8.1
20760,2011-05-15,7.43
20761,2011-05-16,6.65
20762,2011-05-16,6.96
20763,2011-05-16,6.32
20764,2011-05-16,6.28
20765,2011-05-16,5.96
20766,2011-05-16,5.86
20767,2011-05-16,6.78
20768,2011-05-16,8.18
20769,2011-05-16,9.43
20770,2011-05-16,10.49
20771,2011-05-16,11.19
20772,2011-05-16,11.79
20773,2011-05-16,12.92
20774,2011-05-16,13.78
20775,2011-05-16,13.96
20776,2011-05-16,14.44
20777,2011-05-16,13.06
20778,2011-05-16,12.96
20779,2011-05-16,12.49
20780,2011-05-16,11.76
20781,2011-05-16,11.51
20782,2011-05-16,10.82
20783,2011-05-16,10.56
20784,2011-05-16,10.61
20785,2011-05-17,10.62
20786,2011-05-17,10.98
20787,2011-05-17,10.75
20788,2011-05-17,11.05
20789,2011-05-17,11.46
20790,2011-05-17,11.23
20791,2011-05-17,11.63
20792,2011-05-17,12.85
20793,2011-05-17,14.4
20794,2011-05-17,14.2
20795,2011-05-17,14.7
20796,2011-05-17,15.66
20797,2011-05-17,16.18
20798,2011-05-17,16.38
20799,2011-05-17,16.84
20800,2011-05-17,17.32
20801,2011-05-17,17.76
20802,2011-05-17,17.51
20803,2011-05-17,17.84
20804,2011-05-17,16.46
20805,2011-05-17,14.76
20806,2011-05-17,13.88
20807,2011-05-17,13.21
20808,2011-05-17,11.7
20809,2011-05-18,10.85
20810,2011-05-18,10.16
20811,2011-05-18,9.43
20812,2011-05-18,8.71
20813,2011-05-18,7.63
20814,2011-05-18,6.93
20815,2011-05-18,7.58
20816,2011-05-18,9.72
20817,2011-05-18,12.16
20818,2011-05-18,16.13
20819,2011-05-18,19.04
20820,2011-05-18,20.3
20821,2011-05-18,21.04
20822,2011-05-18,22.14
20823,2011-05-18,22.85
20824,2011-05-18,23.26
20825,2011-05-18,24.01
20826,2011-05-18,23.84
20827,2011-05-18,23.41
20828,2011-05-18,21.51
20829,2011-05-18,19.66
20830,2011-05-18,19.66
20831,2011-05-18,16.7
20832,2011-05-18,14.73
20833,2011-05-19,13.04
20834,2011-05-19,11.78
20835,2011-05-19,10.91
20836,2011-05-19,10.12
20837,2011-05-19,9.11
20838,2011-05-19,9.31
20839,2011-05-19,10.44
20840,2011-05-19,11.8
20841,2011-05-19,13.77
20842,2011-05-19,18.57
20843,2011-05-19,22.44
20844,2011-05-19,23.35
20845,2011-05-19,18.98
20846,2011-05-19,20.88
20847,2011-05-19,22.88
20848,2011-05-19,23.72
20849,2011-05-19,24.31
20850,2011-05-19,23.72
20851,2011-05-19,21.78
20852,2011-05-19,18.18
20853,2011-05-19,15.48
20854,2011-05-19,13.88
20855,2011-05-19,13.81
20856,2011-05-19,13.43
20857,2011-05-20,13.42
20858,2011-05-20,12.65
20859,2011-05-20,12.1
20860,2011-05-20,11.74
20861,2011-05-20,11.8
20862,2011-05-20,11.84
20863,2011-05-20,11.87
20864,2011-05-20,12.25
20865,2011-05-20,13.78
20866,2011-05-20,15.22
20867,2011-05-20,18.09
20868,2011-05-20,19.7
20869,2011-05-20,20.78
20870,2011-05-20,20.34
20871,2011-05-20,18.25
20872,2011-05-20,14.63
20873,2011-05-20,18.52
20874,2011-05-20,19.3
20875,2011-05-20,19.79
20876,2011-05-20,19.01
20877,2011-05-20,17.41
20878,2011-05-20,15.95
20879,2011-05-20,14.95
20880,2011-05-20,13.23
20881,2011-05-21,12.7
20882,2011-05-21,12.36
20883,2011-05-21,11.34
20884,2011-05-21,10.55
20885,2011-05-21,10.42
20886,2011-05-21,10.95
20887,2011-05-21,11.13
20888,2011-05-21,12.36
20889,2011-05-21,14.0
20890,2011-05-21,15.94
20891,2011-05-21,17.18
20892,2011-05-21,19.32
20893,2011-05-21,20.77
20894,2011-05-21,20.26
20895,2011-05-21,20.48
20896,2011-05-21,21.17
20897,2011-05-21,21.82
20898,2011-05-21,22.15
20899,2011-05-21,21.13
20900,2011-05-21,20.34
20901,2011-05-21,18.57
20902,2011-05-21,17.51
20903,2011-05-21,16.56
20904,2011-05-21,15.55
20905,2011-05-22,14.4
20906,2011-05-22,13.19
20907,2011-05-22,12.67
20908,2011-05-22,12.81
20909,2011-05-22,12.73
20910,2011-05-22,13.41
20911,2011-05-22,13.7
20912,2011-05-22,15.97
20913,2011-05-22,18.56
20914,2011-05-22,20.75
20915,2011-05-22,22.69
20916,2011-05-22,24.37
20917,2011-05-22,24.59
20918,2011-05-22,21.93
20919,2011-05-22,23.31
20920,2011-05-22,24.0
20921,2011-05-22,23.19
20922,2011-05-22,23.32
20923,2011-05-22,22.37
20924,2011-05-22,21.13
20925,2011-05-22,15.64
20926,2011-05-22,15.64
20927,2011-05-22,15.56
20928,2011-05-22,15.35
20929,2011-05-23,12.69
20930,2011-05-23,11.88
20931,2011-05-23,11.62
20932,2011-05-23,11.41
20933,2011-05-23,9.86
20934,2011-05-23,9.84
20935,2011-05-23,10.66
20936,2011-05-23,12.03
20937,2011-05-23,14.31
20938,2011-05-23,14.78
20939,2011-05-23,15.5
20940,2011-05-23,16.71
20941,2011-05-23,17.94
20942,2011-05-23,18.97
20943,2011-05-23,19.76
20944,2011-05-23,20.29
20945,2011-05-23,21.38
20946,2011-05-23,21.72
20947,2011-05-23,21.52
20948,2011-05-23,19.69
20949,2011-05-23,17.81
20950,2011-05-23,15.92
20951,2011-05-23,15.2
20952,2011-05-23,13.0
20953,2011-05-24,12.15
20954,2011-05-24,10.14
20955,2011-05-24,9.22
20956,2011-05-24,8.23
20957,2011-05-24,7.18
20958,2011-05-24,7.78
20959,2011-05-24,9.88
20960,2011-05-24,11.79
20961,2011-05-24,16.58
20962,2011-05-24,20.95
20963,2011-05-24,22.38
20964,2011-05-24,22.24
20965,2011-05-24,22.94
20966,2011-05-24,23.13
20967,2011-05-24,23.16
20968,2011-05-24,18.47
20969,2011-05-24,18.48
20970,2011-05-24,19.1
20971,2011-05-24,17.96
20972,2011-05-24,15.84
20973,2011-05-24,14.38
20974,2011-05-24,12.76
20975,2011-05-24,11.89
20976,2011-05-24,11.44
20977,2011-05-25,11.44
20978,2011-05-25,7.99
20979,2011-05-25,6.37
20980,2011-05-25,6.12
20981,2011-05-25,4.93
20982,2011-05-25,4.43
20983,2011-05-25,6.79
20984,2011-05-25,9.09
20985,2011-05-25,11.79
20986,2011-05-25,13.41
20987,2011-05-25,14.11
20988,2011-05-25,14.57
20989,2011-05-25,15.12
20990,2011-05-25,16.17
20991,2011-05-25,16.82
20992,2011-05-25,17.48
